amount,hour,day_of_week,merchant_cat,merchant_risk_score,is_new_merchant,txn_per_day,avg_amount_7d,device_change,location_change,failed_txn_count,city,bank,is_weekend,is_fraud,txn_id,amount_to_avg_ratio,txn_date
2061.66,13,5,entertainment,0.22,0,3,524.27,0,0,0,Ahmedabad,Axis,1,0,TXN0079263,3.925,2024-02-25
3195.51,12,3,transport,0.08,0,3,446.77,0,0,0,Kolkata,SBI,1,0,TXN0018327,7.136,2024-01-13
1959.08,15,3,transport,0.08,0,3,1127.41,0,0,0,Kolkata,Yes Bank,1,0,TXN0031257,1.736,2024-01-22
433.43,10,3,transport,0.08,1,1,427.52,0,1,2,Delhi,Kotak,0,0,TXN0061055,1.011,2024-02-12
487.95,16,4,grocery,0.05,0,5,2167.62,0,0,0,Chennai,HDFC,0,0,TXN0039887,0.225,2024-01-28
3088.2,7,6,education,0.03,0,1,635.62,0,0,1,Pune,HDFC,0,0,TXN0056123,4.851,2024-02-08
394.54,15,1,shopping,0.18,0,4,1813.55,0,0,0,Pune,ICICI,0,0,TXN0004483,0.217,2024-01-04
240.19,7,6,grocery,0.05,0,3,1175.14,0,1,0,Pune,Yes Bank,0,0,TXN0026948,0.204,2024-01-19
697.2,18,4,travel,0.25,0,3,1761.01,0,0,0,Bengaluru,Kotak,0,0,TXN0029476,0.396,2024-01-21
28912.49,1,0,healthcare,0.06,1,18,697.63,0,1,1,Mumbai,HDFC,1,1,TXN0095792,41.385,2024-03-07
239.9,12,0,food,0.07,0,2,372.32,0,0,0,Hyderabad,Yes Bank,1,0,TXN0053751,0.643,2024-02-07
423.7,7,4,other,0.12,1,5,2480.02,0,0,0,Pune,Kotak,0,0,TXN0023501,0.171,2024-01-17
719.26,8,6,healthcare,0.06,0,2,3850.71,0,0,0,Kolkata,ICICI,0,0,TXN0055368,0.187,2024-02-08
4786.5,15,4,grocery,0.05,0,1,1889.4,0,0,0,Chennai,HDFC,1,0,TXN0016928,2.532,2024-01-12
150.12,8,6,transport,0.08,0,1,1423.84,0,0,0,Delhi,Kotak,1,0,TXN0006520,0.105,2024-01-05
5168.39,15,2,entertainment,0.22,0,5,789.02,0,0,0,Kolkata,Axis,0,0,TXN0074549,6.542,2024-02-21
148.23,10,3,entertainment,0.22,0,2,1984.35,0,0,1,Kolkata,Axis,0,0,TXN0087837,0.075,2024-03-01
375.97,17,5,healthcare,0.06,0,3,325.25,0,0,0,Kolkata,HDFC,0,0,TXN0069677,1.152,2024-02-18
1732.03,17,1,healthcare,0.06,0,1,1013.1,0,0,0,Bengaluru,SBI,1,0,TXN0039497,1.708,2024-01-28
7539.68,9,4,grocery,0.05,0,2,359.56,0,0,0,Mumbai,SBI,0,0,TXN0003662,20.911,2024-01-03
662.93,21,1,education,0.03,0,1,1411.65,0,0,0,Mumbai,SBI,1,0,TXN0062375,0.469,2024-02-13
2352.32,10,3,transport,0.08,1,1,282.03,0,0,0,Mumbai,Axis,0,0,TXN0008560,8.311,2024-01-06
939.45,16,0,utility,0.04,0,2,709.0,0,0,0,Kolkata,SBI,0,0,TXN0002545,1.323,2024-01-02
1340.95,11,0,healthcare,0.06,0,4,1897.24,0,0,0,Ahmedabad,Yes Bank,0,0,TXN0080197,0.706,2024-02-25
539.81,14,0,transport,0.08,0,4,399.8,0,1,0,Pune,Axis,0,0,TXN0055251,1.347,2024-02-08
383.4,10,2,food,0.07,0,1,1852.34,0,0,0,Kolkata,HDFC,0,0,TXN0006053,0.207,2024-01-05
3278.68,22,6,shopping,0.18,0,4,341.25,0,0,0,Hyderabad,Kotak,0,0,TXN0038658,9.58,2024-01-27
6845.29,20,6,healthcare,0.06,0,5,1444.4,0,0,0,Pune,HDFC,1,0,TXN0028484,4.736,2024-01-20
4160.63,18,5,shopping,0.18,0,2,281.73,0,0,0,Kolkata,Axis,0,0,TXN0049412,14.716,2024-02-04
4889.11,11,3,entertainment,0.22,1,4,318.77,0,0,0,Bengaluru,HDFC,0,0,TXN0063876,15.289,2024-02-14
5969.2,1,6,other,0.12,0,17,430.79,1,0,2,Hyderabad,Axis,1,1,TXN0095113,13.824,2024-03-07
244.62,15,3,grocery,0.05,0,5,827.15,0,0,0,Pune,Yes Bank,0,0,TXN0018435,0.295,2024-01-13
333.62,20,5,entertainment,0.22,1,3,2099.18,0,0,0,Hyderabad,HDFC,0,0,TXN0029840,0.159,2024-01-21
899.03,10,5,food,0.07,1,2,3644.17,0,0,0,Delhi,ICICI,1,0,TXN0071482,0.247,2024-02-19
758.36,11,2,fuel,0.1,0,4,2017.79,0,0,0,Kolkata,Axis,0,0,TXN0053487,0.376,2024-02-07
1742.43,15,1,transport,0.08,0,5,1223.8,0,0,0,Hyderabad,Yes Bank,0,0,TXN0084525,1.423,2024-02-28
636.84,14,5,shopping,0.18,0,3,199.41,0,0,0,Bengaluru,SBI,1,0,TXN0010200,3.178,2024-01-08
3239.6,14,5,food,0.07,0,1,327.42,0,0,0,Kolkata,HDFC,0,0,TXN0066494,9.864,2024-02-16
1515.07,11,6,healthcare,0.06,0,3,1550.39,0,0,0,Kolkata,ICICI,0,0,TXN0046599,0.977,2024-02-02
461.73,18,5,grocery,0.05,1,4,2854.74,0,0,0,Hyderabad,ICICI,0,0,TXN0062051,0.162,2024-02-13
1011.52,10,0,shopping,0.18,0,5,2116.18,0,0,0,Pune,HDFC,1,0,TXN0019118,0.478,2024-01-14
18027.19,2,4,travel,0.25,1,7,349.78,1,1,1,Kolkata,Kotak,0,1,TXN0095940,51.392,2024-03-07
2210.48,16,6,grocery,0.05,0,1,512.19,0,0,0,Delhi,Yes Bank,0,0,TXN0077757,4.307,2024-02-23
959.01,19,0,fuel,0.1,0,3,5688.01,0,0,0,Mumbai,Yes Bank,1,0,TXN0006768,0.169,2024-01-05
3832.49,15,5,transport,0.08,0,4,2150.33,0,0,0,Hyderabad,Kotak,0,0,TXN0016504,1.781,2024-01-12
1315.13,22,2,transport,0.08,0,4,858.75,0,0,0,Chennai,Axis,0,0,TXN0037402,1.53,2024-01-26
20861.37,2,6,entertainment,0.22,1,20,778.56,0,1,1,Delhi,HDFC,0,1,TXN0096957,26.76,2024-03-08
6564.01,5,1,travel,0.25,1,14,470.57,0,1,4,Mumbai,HDFC,0,1,TXN0098273,13.919,2024-03-09
404.95,20,3,shopping,0.18,0,1,761.84,0,0,0,Bengaluru,Yes Bank,0,0,TXN0039647,0.531,2024-01-28
1776.53,14,2,food,0.07,0,5,740.03,0,0,0,Chennai,SBI,0,0,TXN0091623,2.397,2024-03-04
379.73,19,1,food,0.07,0,4,2270.13,0,0,0,Chennai,SBI,0,0,TXN0043752,0.167,2024-01-31
1956.1,17,2,food,0.07,0,5,1668.81,1,0,0,Delhi,HDFC,0,0,TXN0052902,1.171,2024-02-06
30723.27,1,0,shopping,0.18,1,16,385.93,1,1,2,Pune,SBI,0,1,TXN0099101,79.403,2024-03-09
2009.88,15,2,other,0.12,0,3,142.53,0,0,0,Chennai,Kotak,0,0,TXN0013708,14.003,2024-01-10
429.08,19,0,grocery,0.05,1,4,1873.88,0,0,1,Mumbai,SBI,0,0,TXN0044142,0.229,2024-01-31
2376.01,14,3,grocery,0.05,0,1,1637.55,0,0,0,Bengaluru,ICICI,0,0,TXN0055817,1.45,2024-02-08
505.84,22,6,entertainment,0.22,0,1,2141.39,0,0,0,Mumbai,Kotak,0,0,TXN0053705,0.236,2024-02-07
1199.99,20,5,education,0.03,1,5,441.21,0,0,0,Pune,SBI,0,0,TXN0052348,2.714,2024-02-06
607.8,19,0,utility,0.04,0,4,10999.22,0,0,0,Chennai,HDFC,1,0,TXN0041382,0.055,2024-01-29
524.29,7,0,utility,0.04,0,4,1486.21,0,0,0,Delhi,Kotak,1,0,TXN0081184,0.353,2024-02-26
737.13,18,0,transport,0.08,0,4,1525.79,0,0,0,Delhi,ICICI,1,0,TXN0076717,0.483,2024-02-23
1244.39,12,1,other,0.12,0,1,961.78,0,0,0,Ahmedabad,SBI,0,0,TXN0011613,1.292,2024-01-09
832.61,8,6,transport,0.08,0,1,406.46,0,0,0,Ahmedabad,ICICI,1,0,TXN0074988,2.043,2024-02-22
4098.75,9,1,transport,0.08,0,4,631.73,0,0,1,Pune,Axis,1,0,TXN0004649,6.478,2024-01-04
1644.31,9,2,other,0.12,0,1,3996.6,0,0,0,Mumbai,SBI,0,0,TXN0012893,0.411,2024-01-09
9654.06,2,3,entertainment,0.22,1,8,492.69,1,0,0,Ahmedabad,HDFC,0,1,TXN0097531,19.555,2024-03-08
613.46,14,1,grocery,0.05,0,2,1220.68,0,0,0,Chennai,HDFC,0,0,TXN0004847,0.502,2024-01-04
7412.12,15,2,entertainment,0.22,1,5,397.15,0,0,0,Chennai,HDFC,0,0,TXN0075965,18.616,2024-02-22
1378.13,17,1,education,0.03,0,1,812.6,0,0,0,Hyderabad,SBI,1,0,TXN0023036,1.694,2024-01-16
7802.53,14,2,food,0.07,0,2,1300.82,0,1,0,Bengaluru,SBI,0,0,TXN0061544,5.994,2024-02-12
148.52,15,1,grocery,0.05,0,5,2012.54,0,0,0,Mumbai,Yes Bank,0,0,TXN0065165,0.074,2024-02-15
460.15,18,0,shopping,0.18,0,1,1169.17,0,0,0,Bengaluru,Yes Bank,1,0,TXN0070084,0.393,2024-02-18
4924.5,13,3,utility,0.04,0,2,1408.39,0,0,0,Hyderabad,ICICI,0,0,TXN0094763,3.494,2024-03-06
2675.16,14,1,utility,0.04,0,4,1448.88,0,0,1,Bengaluru,ICICI,0,0,TXN0042276,1.845,2024-01-30
622.48,9,0,education,0.03,0,2,1640.42,0,0,2,Hyderabad,Axis,1,0,TXN0003965,0.379,2024-01-03
16667.27,21,4,grocery,0.05,0,4,346.17,0,0,0,Kolkata,SBI,0,0,TXN0012220,48.009,2024-01-09
774.3,15,6,shopping,0.18,0,1,562.36,0,0,0,Hyderabad,Yes Bank,1,0,TXN0024209,1.374,2024-01-17
1774.69,18,3,education,0.03,0,4,1218.61,0,0,0,Chennai,HDFC,1,0,TXN0011837,1.455,2024-01-09
1837.06,17,4,food,0.07,0,3,458.31,0,0,0,Delhi,Kotak,0,0,TXN0024279,4.0,2024-01-17
1525.92,7,1,transport,0.08,0,2,1814.52,0,0,0,Chennai,ICICI,1,0,TXN0030466,0.84,2024-01-22
797.22,20,6,transport,0.08,0,4,3037.57,0,0,0,Chennai,SBI,0,0,TXN0092770,0.262,2024-03-05
1789.81,17,6,travel,0.25,0,5,1323.35,0,0,0,Hyderabad,Kotak,0,0,TXN0064314,1.351,2024-02-14
951.28,8,3,food,0.07,0,1,1203.72,0,0,0,Chennai,ICICI,0,0,TXN0062301,0.79,2024-02-13
446.72,8,0,education,0.03,0,3,8525.22,0,0,0,Bengaluru,HDFC,0,0,TXN0047156,0.052,2024-02-02
818.85,18,6,food,0.07,0,1,1657.07,0,0,0,Chennai,Kotak,0,0,TXN0051903,0.494,2024-02-06
479.95,7,1,education,0.03,0,4,853.58,0,0,0,Chennai,Axis,0,0,TXN0088610,0.562,2024-03-02
596.68,11,1,transport,0.08,0,1,1704.98,0,0,0,Mumbai,Axis,1,0,TXN0017173,0.35,2024-01-12
339.23,17,3,shopping,0.18,0,4,2395.3,0,0,0,Hyderabad,SBI,0,0,TXN0022026,0.142,2024-01-16
6710.13,16,1,transport,0.08,0,1,2790.27,0,0,0,Kolkata,ICICI,0,0,TXN0002607,2.404,2024-01-02
2984.66,21,6,food,0.07,0,2,424.95,0,0,0,Chennai,Axis,0,0,TXN0030120,7.007,2024-01-21
3927.91,11,3,fuel,0.1,0,5,1253.21,0,0,0,Pune,Axis,0,0,TXN0030435,3.132,2024-01-22
227.61,15,1,transport,0.08,0,3,374.42,0,0,0,Kolkata,Axis,1,0,TXN0004480,0.606,2024-01-04
1494.33,10,4,food,0.07,0,4,1150.07,0,1,1,Chennai,SBI,0,0,TXN0039032,1.298,2024-01-28
370.71,7,2,other,0.12,0,4,2144.37,0,0,0,Kolkata,Yes Bank,0,0,TXN0007199,0.173,2024-01-05
1713.83,22,0,grocery,0.05,0,4,2682.49,1,0,0,Bengaluru,Kotak,0,0,TXN0080872,0.639,2024-02-26
451.38,9,4,food,0.07,0,3,1490.39,0,0,0,Pune,HDFC,1,0,TXN0036740,0.303,2024-01-26
3023.79,11,1,grocery,0.05,0,2,2373.5,0,0,0,Chennai,Kotak,0,0,TXN0052904,1.273,2024-02-06
178.34,20,6,food,0.07,0,1,643.22,0,0,0,Pune,ICICI,0,0,TXN0059235,0.277,2024-02-11
1813.62,15,0,utility,0.04,0,2,792.81,0,0,0,Mumbai,Axis,1,0,TXN0057574,2.285,2024-02-09
1125.53,11,4,food,0.07,0,1,548.74,0,0,0,Delhi,Yes Bank,0,0,TXN0041579,2.047,2024-01-29
6409.75,5,4,travel,0.25,1,21,182.46,0,1,1,Mumbai,Kotak,1,1,TXN0098071,34.938,2024-03-09
547.52,22,6,grocery,0.05,0,5,1146.13,0,0,0,Chennai,HDFC,0,0,TXN0092258,0.477,2024-03-05
290.73,17,6,healthcare,0.06,0,1,1531.4,0,0,0,Mumbai,Kotak,0,0,TXN0018156,0.19,2024-01-13
417.87,15,4,transport,0.08,0,2,634.68,0,0,2,Ahmedabad,HDFC,0,0,TXN0034032,0.657,2024-01-24
815.97,11,5,food,0.07,0,2,897.8,1,0,0,Hyderabad,Yes Bank,0,0,TXN0059485,0.908,2024-02-11
2032.51,8,2,transport,0.08,0,4,358.53,0,0,0,Delhi,SBI,0,0,TXN0062206,5.653,2024-02-13
1110.22,17,6,transport,0.08,1,3,578.43,0,0,0,Pune,Yes Bank,0,0,TXN0057284,1.916,2024-02-09
3142.06,14,0,other,0.12,1,5,692.57,0,0,1,Ahmedabad,SBI,1,0,TXN0092565,4.53,2024-03-05
149.63,14,2,fuel,0.1,0,4,2296.8,0,0,0,Hyderabad,SBI,1,0,TXN0027391,0.065,2024-01-20
1033.73,22,1,transport,0.08,0,2,388.53,0,0,0,Mumbai,Yes Bank,0,0,TXN0053379,2.654,2024-02-07
862.03,14,6,transport,0.08,0,5,1757.18,0,0,2,Mumbai,ICICI,1,0,TXN0085145,0.49,2024-02-29
2325.15,9,0,food,0.07,0,4,1337.55,0,0,0,Bengaluru,ICICI,0,0,TXN0036174,1.737,2024-01-26
1451.96,14,6,grocery,0.05,0,4,1339.08,0,0,0,Pune,Kotak,1,0,TXN0015515,1.083,2024-01-11
418.28,8,1,education,0.03,0,2,2507.59,0,0,0,Pune,HDFC,1,0,TXN0056741,0.167,2024-02-09
342.73,22,6,transport,0.08,0,3,1402.05,0,0,0,Hyderabad,Axis,0,0,TXN0038325,0.244,2024-01-27
1171.69,21,4,food,0.07,0,3,1332.03,0,0,0,Kolkata,SBI,1,0,TXN0041969,0.879,2024-01-30
393.91,22,0,travel,0.25,0,5,1758.95,0,0,0,Kolkata,Yes Bank,0,0,TXN0087063,0.224,2024-03-01
401.92,18,5,fuel,0.1,0,5,346.85,0,0,2,Chennai,HDFC,0,0,TXN0064081,1.155,2024-02-14
1180.07,8,4,shopping,0.18,0,2,1577.66,0,0,0,Ahmedabad,Yes Bank,0,0,TXN0092174,0.748,2024-03-05
653.12,21,0,shopping,0.18,0,5,564.31,0,0,0,Pune,Yes Bank,0,0,TXN0039365,1.155,2024-01-28
1546.7,14,4,healthcare,0.06,1,1,1592.1,0,0,0,Chennai,Axis,1,0,TXN0083506,0.971,2024-02-27
2300.31,17,1,shopping,0.18,0,1,2516.06,0,0,0,Pune,HDFC,0,0,TXN0060555,0.914,2024-02-12
5000.0,1,2,travel,0.25,1,19,150.36,1,1,1,Bengaluru,ICICI,0,1,TXN0099607,33.034,2024-03-10
1507.3,20,2,travel,0.25,0,2,1930.63,0,0,0,Kolkata,Axis,0,0,TXN0091041,0.78,2024-03-04
5710.75,19,2,food,0.07,0,1,2883.17,1,0,0,Bengaluru,ICICI,0,0,TXN0047526,1.98,2024-02-03
1375.58,9,6,other,0.12,0,1,1676.01,0,0,0,Kolkata,SBI,0,0,TXN0043251,0.82,2024-01-31
3296.24,22,3,education,0.03,0,2,1880.87,0,0,0,Kolkata,SBI,1,0,TXN0057603,1.752,2024-02-10
1273.48,16,0,utility,0.04,1,5,6309.22,0,0,0,Hyderabad,SBI,0,0,TXN0003165,0.202,2024-01-03
12267.8,2,3,grocery,0.05,1,8,249.69,1,1,2,Ahmedabad,HDFC,0,1,TXN0095056,48.936,2024-03-07
469.44,17,6,shopping,0.18,0,2,1874.47,0,0,0,Kolkata,HDFC,0,0,TXN0012468,0.25,2024-01-09
5000.0,5,1,entertainment,0.22,1,11,487.68,1,1,0,Ahmedabad,Yes Bank,0,1,TXN0098265,10.232,2024-03-09
872.01,15,0,shopping,0.18,0,2,644.59,0,0,0,Hyderabad,HDFC,0,0,TXN0083598,1.351,2024-02-28
544.16,10,1,transport,0.08,0,5,233.47,0,0,0,Mumbai,SBI,0,0,TXN0051988,2.321,2024-02-06
1996.93,10,5,travel,0.25,0,5,785.83,0,1,0,Pune,ICICI,1,0,TXN0072662,2.538,2024-02-20
2955.49,7,4,other,0.12,0,5,524.31,0,0,0,Ahmedabad,SBI,1,0,TXN0081714,5.626,2024-02-26
3151.65,9,4,fuel,0.1,0,1,373.29,0,0,0,Delhi,Yes Bank,1,0,TXN0012097,8.42,2024-01-09
183.75,7,1,fuel,0.1,0,5,2610.12,0,0,0,Hyderabad,Axis,0,0,TXN0036965,0.07,2024-01-26
1479.55,16,0,transport,0.08,0,5,1050.47,0,0,0,Pune,Axis,1,0,TXN0023391,1.407,2024-01-17
915.17,14,3,food,0.07,0,1,86.88,0,0,1,Chennai,ICICI,0,0,TXN0013584,10.414,2024-01-10
110.8,11,5,utility,0.04,0,5,410.39,0,0,0,Pune,Yes Bank,1,0,TXN0027382,0.269,2024-01-20
2659.19,16,4,healthcare,0.06,0,1,1974.36,0,0,0,Delhi,Yes Bank,0,0,TXN0013772,1.346,2024-01-10
642.4,11,2,food,0.07,0,3,1797.37,0,0,0,Delhi,HDFC,0,0,TXN0077476,0.357,2024-02-23
867.01,9,6,grocery,0.05,0,1,2266.74,0,0,0,Ahmedabad,SBI,0,0,TXN0041392,0.382,2024-01-29
13838.5,18,1,transport,0.08,0,5,1009.74,0,0,0,Delhi,Kotak,0,0,TXN0058949,13.691,2024-02-10
910.06,7,5,travel,0.25,0,5,1555.29,0,1,1,Hyderabad,HDFC,0,0,TXN0074028,0.585,2024-02-21
655.6,9,3,utility,0.04,0,1,2957.55,0,0,0,Hyderabad,Kotak,0,0,TXN0002414,0.222,2024-01-02
2540.03,17,1,food,0.07,0,4,1940.86,0,0,2,Kolkata,ICICI,0,0,TXN0000243,1.308,2024-01-01
319.48,9,3,transport,0.08,0,4,3505.99,0,1,0,Hyderabad,Axis,0,0,TXN0049557,0.091,2024-02-04
53176.66,0,1,travel,0.25,1,11,148.5,1,1,0,Hyderabad,SBI,0,1,TXN0095638,355.697,2024-03-07
3602.12,19,4,food,0.07,0,5,1237.09,0,0,0,Bengaluru,ICICI,0,0,TXN0055014,2.909,2024-02-08
1637.76,13,4,entertainment,0.22,0,3,2010.45,1,0,2,Mumbai,ICICI,1,0,TXN0083057,0.814,2024-02-27
2317.59,18,4,other,0.12,0,2,602.36,0,0,0,Bengaluru,Kotak,0,0,TXN0037113,3.841,2024-01-26
751.86,8,3,transport,0.08,0,1,1087.44,0,0,0,Hyderabad,Kotak,0,0,TXN0081452,0.691,2024-02-26
1654.37,12,5,entertainment,0.22,0,1,1155.14,0,0,0,Hyderabad,ICICI,0,0,TXN0028972,1.431,2024-01-21
501.84,21,0,transport,0.08,0,1,1827.2,0,0,0,Pune,Axis,0,0,TXN0021380,0.274,2024-01-15
668.08,12,2,travel,0.25,0,5,1438.41,0,1,0,Hyderabad,ICICI,1,0,TXN0064792,0.464,2024-02-14
538.81,8,6,transport,0.08,0,2,289.56,0,0,0,Bengaluru,SBI,1,0,TXN0012730,1.854,2024-01-09
692.92,10,6,travel,0.25,0,4,217.38,0,0,1,Ahmedabad,SBI,0,0,TXN0015751,3.173,2024-01-11
2528.42,12,2,shopping,0.18,0,1,830.92,0,0,0,Pune,ICICI,0,0,TXN0090024,3.039,2024-03-03
4313.79,9,2,transport,0.08,1,1,2375.4,0,0,0,Kolkata,SBI,0,0,TXN0006440,1.815,2024-01-05
1314.29,13,3,healthcare,0.06,0,1,2004.58,0,0,0,Chennai,HDFC,0,0,TXN0061727,0.655,2024-02-12
335.86,15,1,healthcare,0.06,0,1,990.31,0,0,0,Kolkata,ICICI,0,0,TXN0086919,0.339,2024-03-01
633.51,16,1,food,0.07,0,1,1518.74,0,0,0,Chennai,SBI,0,0,TXN0066239,0.417,2024-02-15
1408.99,18,3,utility,0.04,0,3,590.2,0,0,0,Chennai,Yes Bank,0,0,TXN0083376,2.383,2024-02-27
2461.75,14,5,education,0.03,1,3,2380.23,0,0,0,Hyderabad,Kotak,0,0,TXN0064322,1.034,2024-02-14
279.96,10,0,shopping,0.18,0,1,1070.11,0,1,0,Bengaluru,HDFC,0,0,TXN0049105,0.261,2024-02-04
232.99,12,2,transport,0.08,1,1,3603.35,0,0,0,Kolkata,Kotak,1,0,TXN0003911,0.065,2024-01-03
2166.75,13,4,food,0.07,0,2,307.42,0,0,0,Ahmedabad,ICICI,1,0,TXN0057158,7.025,2024-02-09
173.63,10,0,entertainment,0.22,0,5,1597.13,0,0,1,Hyderabad,Kotak,1,0,TXN0067432,0.109,2024-02-16
988.04,15,6,grocery,0.05,0,1,238.16,0,0,1,Hyderabad,SBI,1,0,TXN0029733,4.131,2024-01-21
170.89,13,0,shopping,0.18,0,3,618.27,0,0,0,Mumbai,ICICI,0,0,TXN0058456,0.276,2024-02-10
12118.43,0,6,utility,0.04,1,13,445.93,1,1,0,Ahmedabad,Kotak,0,1,TXN0096297,27.115,2024-03-07
668.68,16,5,grocery,0.05,0,3,259.41,0,0,0,Kolkata,Axis,0,0,TXN0061071,2.568,2024-02-12
1597.41,8,4,food,0.07,0,5,846.4,0,0,1,Ahmedabad,Axis,0,0,TXN0069229,1.885,2024-02-18
1502.44,21,0,food,0.07,0,3,1283.76,0,0,0,Pune,Yes Bank,1,0,TXN0017702,1.169,2024-01-13
868.78,22,6,other,0.12,0,3,778.02,0,0,0,Kolkata,Axis,0,0,TXN0064966,1.115,2024-02-15
579.92,16,3,transport,0.08,0,4,535.89,0,0,0,Hyderabad,Axis,0,0,TXN0093280,1.08,2024-03-05
676.33,16,0,education,0.03,1,4,582.9,0,0,0,Hyderabad,Kotak,0,0,TXN0014905,1.158,2024-01-11
297.02,17,0,other,0.12,0,1,1064.53,0,0,0,Kolkata,SBI,0,0,TXN0043636,0.279,2024-01-31
1331.0,16,2,shopping,0.18,0,5,805.58,0,0,0,Mumbai,Axis,0,0,TXN0012137,1.65,2024-01-09
601.41,21,3,food,0.07,0,1,1142.16,0,0,0,Hyderabad,ICICI,0,0,TXN0064777,0.526,2024-02-14
3482.33,16,4,education,0.03,0,3,6113.75,0,0,0,Hyderabad,Kotak,1,0,TXN0042521,0.569,2024-01-30
1554.04,21,1,grocery,0.05,0,3,1391.52,0,0,0,Delhi,Kotak,1,0,TXN0030442,1.116,2024-01-22
375.22,13,6,food,0.07,1,1,1559.73,0,0,0,Kolkata,Kotak,0,0,TXN0023728,0.24,2024-01-17
326.21,15,5,fuel,0.1,0,3,906.56,0,0,0,Mumbai,Axis,0,0,TXN0039334,0.359,2024-01-28
8649.38,15,5,utility,0.04,0,3,5705.02,0,0,1,Mumbai,Axis,1,0,TXN0025319,1.516,2024-01-18
2826.77,11,1,shopping,0.18,0,1,954.29,0,0,1,Mumbai,HDFC,0,0,TXN0068918,2.959,2024-02-17
2730.22,9,4,other,0.12,0,1,2300.7,0,0,1,Delhi,Kotak,0,0,TXN0081414,1.186,2024-02-26
2143.95,10,3,food,0.07,1,4,3217.29,0,0,0,Mumbai,HDFC,0,0,TXN0053621,0.666,2024-02-07
3400.49,16,0,travel,0.25,0,1,1536.19,0,0,1,Kolkata,Kotak,0,0,TXN0093884,2.212,2024-03-06
358.75,14,2,other,0.12,0,2,9549.29,0,0,0,Ahmedabad,HDFC,0,0,TXN0073222,0.038,2024-02-20
1677.62,11,2,travel,0.25,0,2,17997.72,0,0,0,Mumbai,Yes Bank,0,0,TXN0031109,0.093,2024-01-22
925.45,11,5,food,0.07,0,4,482.51,0,1,0,Kolkata,Axis,0,0,TXN0031611,1.914,2024-01-22
1441.3,12,3,education,0.03,0,1,1773.19,0,0,0,Bengaluru,Kotak,0,0,TXN0058788,0.812,2024-02-10
3503.47,19,5,fuel,0.1,0,3,567.1,0,0,0,Delhi,HDFC,0,0,TXN0086297,6.167,2024-02-29
9962.54,1,6,shopping,0.18,0,23,360.49,1,1,4,Hyderabad,HDFC,1,1,TXN0097864,27.56,2024-03-08
981.14,14,0,transport,0.08,0,1,310.43,0,0,2,Bengaluru,SBI,0,0,TXN0025036,3.15,2024-01-18
2567.01,16,6,healthcare,0.06,0,5,432.22,0,1,2,Pune,ICICI,0,0,TXN0093440,5.925,2024-03-05
2028.6,17,6,other,0.12,0,1,620.47,0,0,0,Delhi,Kotak,0,0,TXN0073144,3.264,2024-02-20
4370.01,20,3,fuel,0.1,0,5,1379.29,0,0,0,Chennai,Yes Bank,0,0,TXN0019139,3.166,2024-01-14
903.08,21,6,entertainment,0.22,0,1,958.16,0,0,0,Bengaluru,Yes Bank,1,0,TXN0003839,0.942,2024-01-03
2145.91,16,2,education,0.03,1,4,2742.05,0,0,1,Pune,Axis,0,0,TXN0003741,0.782,2024-01-03
1833.45,21,2,utility,0.04,0,3,215.31,0,0,0,Hyderabad,ICICI,0,0,TXN0075272,8.476,2024-02-22
1840.79,21,1,grocery,0.05,0,4,885.37,0,0,0,Kolkata,ICICI,1,0,TXN0011865,2.077,2024-01-09
1202.68,12,0,shopping,0.18,0,5,1492.28,0,0,0,Kolkata,Axis,0,0,TXN0048545,0.805,2024-02-03
91.31,16,2,entertainment,0.22,0,5,3114.62,0,0,0,Ahmedabad,Axis,0,0,TXN0027033,0.029,2024-01-19
246.35,12,3,food,0.07,0,2,806.85,0,0,0,Pune,ICICI,0,0,TXN0094026,0.305,2024-03-06
2440.52,9,2,entertainment,0.22,0,5,1771.62,0,0,2,Chennai,Kotak,1,0,TXN0086577,1.377,2024-03-01
1867.5,16,5,grocery,0.05,0,5,1271.45,0,0,0,Mumbai,Axis,1,0,TXN0072861,1.468,2024-02-20
2267.71,13,2,transport,0.08,0,1,1206.9,0,0,0,Kolkata,Kotak,0,0,TXN0060952,1.877,2024-02-12
362.17,18,1,healthcare,0.06,0,2,295.65,0,1,0,Delhi,Kotak,0,0,TXN0073175,1.221,2024-02-20
449.29,8,0,grocery,0.05,0,1,230.65,0,0,0,Pune,Yes Bank,0,0,TXN0025903,1.94,2024-01-18
20548.65,5,3,food,0.07,1,23,656.95,0,1,1,Hyderabad,Yes Bank,1,1,TXN0099105,31.231,2024-03-09
1187.45,7,0,other,0.12,1,5,855.32,0,0,2,Mumbai,Kotak,0,0,TXN0089747,1.387,2024-03-03
596.66,21,0,food,0.07,0,1,464.66,0,0,0,Mumbai,Axis,0,0,TXN0020926,1.281,2024-01-15
478.52,12,5,travel,0.25,0,1,2324.87,0,0,0,Pune,Axis,1,0,TXN0005261,0.206,2024-01-04
793.79,8,3,other,0.12,1,1,228.91,0,0,0,Delhi,Yes Bank,0,0,TXN0009997,3.453,2024-01-07
2953.32,9,3,healthcare,0.06,0,1,1232.85,0,0,0,Delhi,Axis,0,0,TXN0081606,2.394,2024-02-26
629.65,14,2,healthcare,0.06,0,1,5684.51,0,0,0,Mumbai,HDFC,0,0,TXN0005108,0.111,2024-01-04
